index,BCODE,Basin_Name,start_date,end_date,time_duration,basin_count,over_one_thousand,file_name,finished
0,CVLY,Cavally,06/30/2008,07/01/2023,,,,,
1,CVLY,Cavally,07/02/2023,03/15/2024,,,,,
