index,BCODE,Basin_Name,start_date,end_date,time_duration,basin_count,over_one_thousand,file_name,finished
147,ORAN,Orange,02/19/2017,02/25/2017,,,,,
148,ORAN,Orange,02/26/2017,03/04/2017,,,,,
149,ORAN,Orange,03/05/2017,03/11/2017,,,,,
150,ORAN,Orange,03/12/2017,03/18/2017,,,,,
151,ORAN,Orange,03/19/2017,03/25/2017,,,,,
152,ORAN,Orange,03/26/2017,04/01/2017,,,,,
153,ORAN,Orange,04/02/2017,04/08/2017,,,,,
154,ORAN,Orange,04/09/2017,04/15/2017,,,,,
155,ORAN,Orange,04/16/2017,04/22/2017,,,,,
156,ORAN,Orange,04/23/2017,04/29/2017,,,,,
157,ORAN,Orange,04/30/2017,05/06/2017,,,,,
158,ORAN,Orange,05/07/2017,05/13/2017,,,,,
159,ORAN,Orange,05/14/2017,05/20/2017,,,,,
160,ORAN,Orange,05/21/2017,05/27/2017,,,,,
161,ORAN,Orange,05/28/2017,06/03/2017,,,,,
162,ORAN,Orange,06/04/2017,06/10/2017,,,,,
163,ORAN,Orange,06/11/2017,06/17/2017,,,,,
164,ORAN,Orange,06/18/2017,06/24/2017,,,,,
165,ORAN,Orange,06/25/2017,07/01/2017,,,,,
166,ORAN,Orange,07/02/2017,07/08/2017,,,,,
167,ORAN,Orange,07/09/2017,07/15/2017,,,,,
168,ORAN,Orange,07/16/2017,07/22/2017,,,,,
169,ORAN,Orange,07/23/2017,07/29/2017,,,,,
170,ORAN,Orange,07/30/2017,08/05/2017,,,,,
171,ORAN,Orange,08/06/2017,08/12/2017,,,,,
172,ORAN,Orange,08/13/2017,08/19/2017,,,,,
173,ORAN,Orange,08/20/2017,08/26/2017,,,,,
174,ORAN,Orange,08/27/2017,09/02/2017,,,,,
175,ORAN,Orange,09/03/2017,09/09/2017,,,,,
176,ORAN,Orange,09/10/2017,09/16/2017,,,,,
177,ORAN,Orange,09/17/2017,09/23/2017,,,,,
178,ORAN,Orange,09/24/2017,09/30/2017,,,,,
179,ORAN,Orange,10/01/2017,10/07/2017,,,,,
180,ORAN,Orange,10/08/2017,10/14/2017,,,,,
181,ORAN,Orange,10/15/2017,10/21/2017,,,,,
182,ORAN,Orange,10/22/2017,10/28/2017,,,,,
183,ORAN,Orange,10/29/2017,11/04/2017,,,,,
184,ORAN,Orange,11/05/2017,11/11/2017,,,,,
185,ORAN,Orange,11/12/2017,11/18/2017,,,,,
186,ORAN,Orange,11/19/2017,11/25/2017,,,,,
187,ORAN,Orange,11/26/2017,12/02/2017,,,,,
188,ORAN,Orange,12/03/2017,12/09/2017,,,,,
189,ORAN,Orange,12/10/2017,12/16/2017,,,,,
190,ORAN,Orange,12/17/2017,12/23/2017,,,,,
191,ORAN,Orange,12/24/2017,12/30/2017,,,,,
192,ORAN,Orange,12/31/2017,01/06/2018,,,,,
193,ORAN,Orange,01/07/2018,01/13/2018,,,,,
194,ORAN,Orange,01/14/2018,01/20/2018,,,,,
195,ORAN,Orange,01/21/2018,01/27/2018,,,,,
196,ORAN,Orange,01/28/2018,02/03/2018,,,,,
197,ORAN,Orange,02/04/2018,02/10/2018,,,,,
198,ORAN,Orange,02/11/2018,02/17/2018,,,,,
199,ORAN,Orange,02/18/2018,02/24/2018,,,,,
200,ORAN,Orange,02/25/2018,03/03/2018,,,,,
201,ORAN,Orange,03/04/2018,03/10/2018,,,,,
202,ORAN,Orange,03/11/2018,03/17/2018,,,,,
203,ORAN,Orange,03/18/2018,03/24/2018,,,,,
204,ORAN,Orange,03/25/2018,03/31/2018,,,,,
205,ORAN,Orange,04/01/2018,04/07/2018,,,,,
206,ORAN,Orange,04/08/2018,04/14/2018,,,,,
207,ORAN,Orange,04/15/2018,04/21/2018,,,,,
