index,BCODE,Basin_Name,start_date,end_date,time_duration,basin_count,over_one_thousand,file_name,finished
0,SCRO,St. Croix,06/30/2008,06/30/2016,,,,,
1,SCRO,St. Croix,07/01/2016,03/15/2024,,,,,
