basin_number,search_terms,basin_code,basin_name,search_completed,basin_count,"Search Notes, Identify any issues ",over_ten_k,finished
4,Aral OR Syr Daria OR Naryn OR Amu Daria OR Syr Darya OR Amu Darya OR Akhangaran OR Chirchik,ARAL,Aral Sea,N,4418,,,
